Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006864.1	Chromosome		NW_024607418.1	unplaced-scaffold	25740		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006866.1	Chromosome		NW_024608228.1	unplaced-scaffold	54327		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006868.1	Chromosome		NW_024604818.1	unplaced-scaffold	3835		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006869.1	Chromosome		NW_024607547.1	unplaced-scaffold	29356		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006870.1	Chromosome		NW_024609668.1	unplaced-scaffold	298618		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006871.1	Chromosome		NW_024608356.1	unplaced-scaffold	59174		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006872.1	Chromosome		NW_024608254.1	unplaced-scaffold	55163		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006875.1	Chromosome		NW_024603923.1	unplaced-scaffold	2358		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006877.1	Chromosome		NW_024603055.1	unplaced-scaffold	1081		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006879.1	Chromosome		NW_024604247.1	unplaced-scaffold	2905		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006880.1	Chromosome		NW_024604189.1	unplaced-scaffold	2791		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006881.1	Chromosome		NW_024607980.1	unplaced-scaffold	43726		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006882.1	Chromosome		NW_024608159.1	unplaced-scaffold	51233		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006883.1	Chromosome		NW_024607298.1	unplaced-scaffold	22541		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006884.1	Chromosome		NW_024608425.1	unplaced-scaffold	62362		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006885.1	Chromosome		NW_024604865.1	unplaced-scaffold	3901		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006886.1	Chromosome		NW_024607341.1	unplaced-scaffold	23777		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006887.1	Chromosome		NW_024607840.1	unplaced-scaffold	39299		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006888.1	Chromosome		NW_024606761.1	unplaced-scaffold	11730		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006889.1	Chromosome		NW_024605312.1	unplaced-scaffold	4443		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006890.1	Chromosome		NW_024602653.1	unplaced-scaffold	705		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006891.1	Chromosome		NW_024603566.1	unplaced-scaffold	1717		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006892.1	Chromosome		NW_024606099.1	unplaced-scaffold	6674		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006893.1	Chromosome		NW_024608108.1	unplaced-scaffold	49417		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006894.1	Chromosome		NW_024606338.1	unplaced-scaffold	7908		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006895.1	Chromosome		NW_024604286.1	unplaced-scaffold	2978		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006897.1	Chromosome		NW_024609229.1	unplaced-scaffold	125311		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006899.1	Chromosome		NW_024602879.1	unplaced-scaffold	895		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006900.1	Chromosome		NW_024606981.1	unplaced-scaffold	14891		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006901.1	Chromosome		NW_024606889.1	unplaced-scaffold	13330		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006902.1	Chromosome		NW_024604236.1	unplaced-scaffold	2879		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006903.1	Chromosome		NW_024604722.1	unplaced-scaffold	3709		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006905.1	Chromosome		NW_024607954.1	unplaced-scaffold	42994		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006906.1	Chromosome		NW_024609045.1	unplaced-scaffold	101658		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006907.1	Chromosome		NW_024608997.1	unplaced-scaffold	96715		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006909.1	Chromosome		NW_024608544.1	unplaced-scaffold	66942		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006910.1	Chromosome		NW_024603343.1	unplaced-scaffold	1397		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006911.1	Chromosome		NW_024604905.1	unplaced-scaffold	3954		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006912.1	Chromosome		NW_024605362.1	unplaced-scaffold	4535		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006913.1	Chromosome		NW_024606058.1	unplaced-scaffold	6528		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006914.1	Chromosome		NW_024605396.1	unplaced-scaffold	4602		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006916.1	Chromosome		NW_024607372.1	unplaced-scaffold	24481		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006918.1	Chromosome		NW_024606001.1	unplaced-scaffold	6313		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006922.1	Chromosome		NW_024602445.1	unplaced-scaffold	571		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006923.1	Chromosome		NW_024603515.1	unplaced-scaffold	1636		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006925.1	Chromosome		NW_024607748.1	unplaced-scaffold	35788		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006926.1	Chromosome		NW_024604906.1	unplaced-scaffold	3955		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006927.1	Chromosome		NW_024609532.1	unplaced-scaffold	209037		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006928.1	Chromosome		NW_024609194.1	unplaced-scaffold	120071		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006934.1	Chromosome		NW_024608518.1	unplaced-scaffold	65546		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006935.1	Chromosome		NW_024607217.1	unplaced-scaffold	20457		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006937.1	Chromosome		NW_024608540.1	unplaced-scaffold	66564		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006938.1	Chromosome		NW_024608077.1	unplaced-scaffold	47827		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006940.1	Chromosome		NW_024607182.1	unplaced-scaffold	19725		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006942.1	Chromosome		NW_024608453.1	unplaced-scaffold	63292		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006943.1	Chromosome		NW_024604109.1	unplaced-scaffold	2678		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006944.1	Chromosome		NW_024609189.1	unplaced-scaffold	119360		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006946.1	Chromosome		NW_024605202.1	unplaced-scaffold	4286		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006947.1	Chromosome		NW_024604651.1	unplaced-scaffold	3618		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006948.1	Chromosome		NW_024609726.1	unplaced-scaffold	353619		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006950.1	Chromosome		NW_024607612.1	unplaced-scaffold	31841		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006952.1	Chromosome		NW_024602917.1	unplaced-scaffold	917		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006953.1	Chromosome		NW_024609686.1	unplaced-scaffold	306375		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006954.1	Chromosome		NW_024607652.1	unplaced-scaffold	32872		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006958.1	Chromosome		NW_024608274.1	unplaced-scaffold	55804		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006960.1	Chromosome		NW_024605119.1	unplaced-scaffold	4188		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006961.1	Chromosome		NW_024609491.1	unplaced-scaffold	191478		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006962.1	Chromosome		NW_024608145.1	unplaced-scaffold	50688		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006963.1	Chromosome		NW_024609298.1	unplaced-scaffold	134697		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006965.1	Chromosome		NW_024605422.1	unplaced-scaffold	4643		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006966.1	Chromosome		NW_024609590.1	unplaced-scaffold	241549		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006967.1	Chromosome		NW_024608031.1	unplaced-scaffold	45610		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006968.1	Chromosome		NW_024605536.1	unplaced-scaffold	4867		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006969.1	Chromosome		NW_024608996.1	unplaced-scaffold	96576		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006970.1	Chromosome		NW_024608816.1	unplaced-scaffold	83146		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006971.1	Chromosome		NW_024606628.1	unplaced-scaffold	10085		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006972.1	Chromosome		NW_024608919.1	unplaced-scaffold	90226		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006973.1	Chromosome		NW_024605349.1	unplaced-scaffold	4516		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006974.1	Chromosome		NW_024606528.1	unplaced-scaffold	9196		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006975.1	Chromosome		NW_024609787.1	unplaced-scaffold	508705		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006976.1	Chromosome		NW_024605187.1	unplaced-scaffold	4270		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006977.1	Chromosome		NW_024602368.1	unplaced-scaffold	536		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006978.1	Chromosome		NW_024604063.1	unplaced-scaffold	2614		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006981.1	Chromosome		NW_024605346.1	unplaced-scaffold	4507		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006982.1	Chromosome		NW_024608938.1	unplaced-scaffold	91894		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006984.1	Chromosome		NW_024608644.1	unplaced-scaffold	72067		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006986.1	Chromosome		NW_024608314.1	unplaced-scaffold	57279		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006987.1	Chromosome		NW_024608649.1	unplaced-scaffold	72584		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006989.1	Chromosome		NW_024603969.1	unplaced-scaffold	2438		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006990.1	Chromosome		NW_024603833.1	unplaced-scaffold	2180		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006991.1	Chromosome		NW_024608585.1	unplaced-scaffold	68664		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006992.1	Chromosome		NW_024609571.1	unplaced-scaffold	226406		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006993.1	Chromosome		NW_024603455.1	unplaced-scaffold	1547		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006994.1	Chromosome		NW_024608286.1	unplaced-scaffold	56206		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006995.1	Chromosome		NW_024608292.1	unplaced-scaffold	56448		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006996.1	Chromosome		NW_024607568.1	unplaced-scaffold	30121		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006997.1	Chromosome		NW_024606016.1	unplaced-scaffold	6363		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006998.1	Chromosome		NW_024609413.1	unplaced-scaffold	164220		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010006999.1	Chromosome		NW_024607008.1	unplaced-scaffold	15553		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007001.1	Chromosome		NW_024604295.1	unplaced-scaffold	2999		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007002.1	Chromosome		NW_024608248.1	unplaced-scaffold	55017		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007004.1	Chromosome		NW_024605491.1	unplaced-scaffold	4764		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007005.1	Chromosome		NW_024605874.1	unplaced-scaffold	5852		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007006.1	Chromosome		NW_024606203.1	unplaced-scaffold	7177		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007007.1	Chromosome		NW_024607171.1	unplaced-scaffold	19322		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007008.1	Chromosome		NW_024605137.1	unplaced-scaffold	4206		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007009.1	Chromosome		NW_024603484.1	unplaced-scaffold	1593		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007010.1	Chromosome		NW_024606815.1	unplaced-scaffold	12345		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007011.1	Chromosome		NW_024609100.1	unplaced-scaffold	107931		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007012.1	Chromosome		NW_024609455.1	unplaced-scaffold	179880		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007014.1	Chromosome		NW_024606053.1	unplaced-scaffold	6508		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007015.1	Chromosome		NW_024605645.1	unplaced-scaffold	5150		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007016.1	Chromosome		NW_024608478.1	unplaced-scaffold	63956		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007017.1	Chromosome		NW_024602783.1	unplaced-scaffold	808		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007018.1	Chromosome		NW_024606642.1	unplaced-scaffold	10181		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007019.1	Chromosome		NW_024609391.1	unplaced-scaffold	158818		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007020.1	Chromosome		NW_024608781.1	unplaced-scaffold	80533		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007021.1	Chromosome		NW_024609419.1	unplaced-scaffold	165816		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007023.1	Chromosome		NW_024608224.1	unplaced-scaffold	54202		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007024.1	Chromosome		NW_024604700.1	unplaced-scaffold	3675		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007025.1	Chromosome		NW_024604504.1	unplaced-scaffold	3390		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007027.1	Chromosome		NW_024604461.1	unplaced-scaffold	3322		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007028.1	Chromosome		NW_024606957.1	unplaced-scaffold	14489		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007031.1	Chromosome		NW_024602221.1	unplaced-scaffold	335		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007032.1	Chromosome		NW_024605358.1	unplaced-scaffold	4531		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007033.1	Chromosome		NW_024602828.1	unplaced-scaffold	842		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007034.1	Chromosome		NW_024606300.1	unplaced-scaffold	7686		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007035.1	Chromosome		NW_024605251.1	unplaced-scaffold	4356		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007036.1	Chromosome		NW_024605417.1	unplaced-scaffold	4636		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007037.1	Chromosome		NW_024602919.1	unplaced-scaffold	919		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007039.1	Chromosome		NW_024603426.1	unplaced-scaffold	1520		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007040.1	Chromosome		NW_024603300.1	unplaced-scaffold	1340		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007041.1	Chromosome		NW_024602246.1	unplaced-scaffold	433		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007042.1	Chromosome		NW_024605896.1	unplaced-scaffold	5922		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007043.1	Chromosome		NW_024608113.1	unplaced-scaffold	49502		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007044.1	Chromosome		NW_024606646.1	unplaced-scaffold	10215		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007045.1	Chromosome		NW_024608424.1	unplaced-scaffold	62316		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007046.1	Chromosome		NW_024606469.1	unplaced-scaffold	8745		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007047.1	Chromosome		NW_024603405.1	unplaced-scaffold	1498		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007048.1	Chromosome		NW_024607628.1	unplaced-scaffold	32259		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007049.1	Chromosome		NW_024606888.1	unplaced-scaffold	13300		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007051.1	Chromosome		NW_024607441.1	unplaced-scaffold	26201		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007054.1	Chromosome		NW_024608135.1	unplaced-scaffold	50266		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007055.1	Chromosome		NW_024609605.1	unplaced-scaffold	250260		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007056.1	Chromosome		NW_024606930.1	unplaced-scaffold	14020		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007058.1	Chromosome		NW_024608698.1	unplaced-scaffold	75428		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007059.1	Chromosome		NW_024604573.1	unplaced-scaffold	3505		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007060.1	Chromosome		NW_024607709.1	unplaced-scaffold	34506		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007062.1	Chromosome		NW_024603796.1	unplaced-scaffold	2116		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007063.1	Chromosome		NW_024603757.1	unplaced-scaffold	2045		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007064.1	Chromosome		NW_024603301.1	unplaced-scaffold	1340		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007066.1	Chromosome		NW_024603911.1	unplaced-scaffold	2338		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007067.1	Chromosome		NW_024605770.1	unplaced-scaffold	5481		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007068.1	Chromosome		NW_024606363.1	unplaced-scaffold	8080		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007069.1	Chromosome		NW_024605656.1	unplaced-scaffold	5173		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007070.1	Chromosome		NW_024604912.1	unplaced-scaffold	3961		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007071.1	Chromosome		NW_024605794.1	unplaced-scaffold	5575		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007074.1	Chromosome		NW_024603104.1	unplaced-scaffold	1133		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007075.1	Chromosome		NW_024606062.1	unplaced-scaffold	6543		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007076.1	Chromosome		NW_024605721.1	unplaced-scaffold	5359		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007078.1	Chromosome		NW_024603797.1	unplaced-scaffold	2116		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007080.1	Chromosome		NW_024604231.1	unplaced-scaffold	2874		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007081.1	Chromosome		NW_024603113.1	unplaced-scaffold	1142		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007082.1	Chromosome		NW_024604324.1	unplaced-scaffold	3063		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007083.1	Chromosome		NW_024602743.1	unplaced-scaffold	773		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007084.1	Chromosome		NW_024608789.1	unplaced-scaffold	81051		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007085.1	Chromosome		NW_024608936.1	unplaced-scaffold	91694		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007086.1	Chromosome		NW_024607614.1	unplaced-scaffold	31849		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007087.1	Chromosome		NW_024606617.1	unplaced-scaffold	9957		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007089.1	Chromosome		NW_024604232.1	unplaced-scaffold	2875		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007090.1	Chromosome		NW_024603420.1	unplaced-scaffold	1516		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007091.1	Chromosome		NW_024604010.1	unplaced-scaffold	2530		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007092.1	Chromosome		NW_024606647.1	unplaced-scaffold	10221		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007093.1	Chromosome		NW_024608026.1	unplaced-scaffold	45520		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007095.1	Chromosome		NW_024609310.1	unplaced-scaffold	137214		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007096.1	Chromosome		NW_024608238.1	unplaced-scaffold	54615		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007097.1	Chromosome		NW_024609044.1	unplaced-scaffold	101606		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007098.1	Chromosome		NW_024605761.1	unplaced-scaffold	5457		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007099.1	Chromosome		NW_024608071.1	unplaced-scaffold	47670		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007100.1	Chromosome		NW_024607073.1	unplaced-scaffold	17002		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007101.1	Chromosome		NW_024607675.1	unplaced-scaffold	33504		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007102.1	Chromosome		NW_024603235.1	unplaced-scaffold	1267		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007103.1	Chromosome		NW_024606450.1	unplaced-scaffold	8608		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007104.1	Chromosome		NW_024605740.1	unplaced-scaffold	5410		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007105.1	Chromosome		NW_024603092.1	unplaced-scaffold	1116		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007106.1	Chromosome		NW_024605414.1	unplaced-scaffold	4634		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007108.1	Chromosome		NW_024605148.1	unplaced-scaffold	4219		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007109.1	Chromosome		NW_024603260.1	unplaced-scaffold	1290		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007110.1	Chromosome		NW_024606163.1	unplaced-scaffold	6953		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007111.1	Chromosome		NW_024607484.1	unplaced-scaffold	27459		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007112.1	Chromosome		NW_024606413.1	unplaced-scaffold	8343		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007113.1	Chromosome		NW_024609669.1	unplaced-scaffold	299176		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007114.1	Chromosome		NW_024602733.1	unplaced-scaffold	766		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007115.1	Chromosome		NW_024602788.1	unplaced-scaffold	813		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007116.1	Chromosome		NW_024604598.1	unplaced-scaffold	3535		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007117.1	Chromosome		NW_024603965.1	unplaced-scaffold	2432		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007119.1	Chromosome		NW_024608914.1	unplaced-scaffold	89834		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007120.1	Chromosome		NW_024605320.1	unplaced-scaffold	4461		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007121.1	Chromosome		NW_024607581.1	unplaced-scaffold	30502		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007122.1	Chromosome		NW_024606577.1	unplaced-scaffold	9583		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007124.1	Chromosome		NW_024608857.1	unplaced-scaffold	85506		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007125.1	Chromosome		NW_024607138.1	unplaced-scaffold	18541		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007128.1	Chromosome		NW_024608713.1	unplaced-scaffold	76040		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007129.1	Chromosome		NW_024605929.1	unplaced-scaffold	6061		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007131.1	Chromosome		NW_024607586.1	unplaced-scaffold	30735		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007134.1	Chromosome		NW_024606563.1	unplaced-scaffold	9509		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007135.1	Chromosome		NW_024605595.1	unplaced-scaffold	5010		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007136.1	Chromosome		NW_024603753.1	unplaced-scaffold	2039		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007138.1	Chromosome		NW_024606780.1	unplaced-scaffold	11923		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007139.1	Chromosome		NW_024609165.1	unplaced-scaffold	115852		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007141.1	Chromosome		NW_024604140.1	unplaced-scaffold	2720		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007142.1	Chromosome		NW_024603578.1	unplaced-scaffold	1731		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007143.1	Chromosome		NW_024605332.1	unplaced-scaffold	4488		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007144.1	Chromosome		NW_024605167.1	unplaced-scaffold	4238		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007145.1	Chromosome		NW_024607455.1	unplaced-scaffold	26648		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007146.1	Chromosome		NW_024603573.1	unplaced-scaffold	1725		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007147.1	Chromosome		NW_024606579.1	unplaced-scaffold	9593		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007148.1	Chromosome		NW_024609383.1	unplaced-scaffold	157379		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007149.1	Chromosome		NW_024603966.1	unplaced-scaffold	2432		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007150.1	Chromosome		NW_024604720.1	unplaced-scaffold	3707		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007151.1	Chromosome		NW_024609725.1	unplaced-scaffold	352593		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007152.1	Chromosome		NW_024605051.1	unplaced-scaffold	4106		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007153.1	Chromosome		NW_024607391.1	unplaced-scaffold	24875		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007154.1	Chromosome		NW_024605611.1	unplaced-scaffold	5041		
